nyu_id,name
13946,the Carlee White Gonzales Campaign Fund
13947,Friends of John Flanagan
13948,The New York Community Trust
13949,Live Nation Concerts
13950,"the Friends of Steven Lynxwiler, Amy Ross Crafton Treasurer."
13951,"Friends of Dana Beyer, Christine Grewell, Treasurer"
13952,Haddon Heights Democratic Club
13953,"Lewis For Kansas, Brian Dunn, Treasurer"
13954,"Friends For Windham, Cherron R. Reynolds, Treasurer"
13955,James Walters for District Judge 2018
13956,Suddarth for Congress
13957,The Weekly Standard
13958,Tom Cole for Congress
13959,TENN Values PAC. Not authorized by any candidate or candidate's committee.
13960,PHENOM
13961,Conservation International
13962,"Friends of Sharon Brown 6855 W. Clearwater Ave #101-143, Kennewick WA 99336"
13963,The Law Center for Social Security Rights
13964,Mark Johnson Candidate for Hernando County School Dist. 1
13965,Tasha Boerner Horvath for Assembly 2018 #1399301
13966,"Crouch 2018, Gregg Hannan, Treasurer. Approved by Don Crouch"
13967,University of Colorado Denver
13968,Committee to Elect Virginia Crews
13969,Peter M Miele for Anastasia Mosquito Control District Seat 4
13970,Somerset County Republican Committee of Maine
13971,Patricia Rumph for Orange County Commissioner District 2
13972,The Campaign Fund of Jennifer Reynolds
13973,Committee to Elect Marc Snyder
13974,Friends of Wayne Johnson
13975,Mathews for City Council
13976,Bob Lindsey For LA County Sheriff 2018
13977,Liliana Jones
13978,"Wilson Research Strategies, LLC"
13979,"American Federation of State, County and Municipal Employees"
13980,Laurie Pryor for State Representative
13981,University of San Diego
13982,AARP Louisiana 
13983,"Jonathan M. Rose, Committee To Elect."
13984,Friends of Jeff Helfrich
13985,"Gordon Wildridge for State Representative, Sherry Lockhart, Treasurer"
13986,RobertEFord2018Campaign
13987,"Midas Gold, Inc."
13988,Avi Bernard
13989,Teamsters Local 2727
13990,"Jorie Henrickson, the creator of Fukiu haiku"
13991,Friends of Kara
13992,Strong Schools Strong Dallas
13993,"the KRAUT FOR WESTPORT Committee, Gabriel Sasson, Treasurer. Approved by Greg Kraut."
13994,Friends of Bob Massie
13995,State Policy Network
13996,Boyer for Senate.
13997,client through iHeartOswego
13998,League of Women Voters Education Fund
13999,Councilman Clayton Whitson
14000,King County Sexual Assault Resource Center
14001,"Chris Johnson, writer"
14002,"Friends of Vicki Almond, Oren Saltzman, Treasurer"
14003,Cindy Asche for State Chairman
14004,Paid for by BlackPAC and not authorized by any candidate or candidate’s committee.
14005,Friends for Dave Ettman
14006,Eric Gudz for Davis City Council 2018. FPPC #1400148
14007,Conservatives for Collier Campaign
14008,Colorado Values Project
14009,Barbara Kirkmeyer
14010,Citizens for Daren Ward
14011,Mike Kowall for Congress
14012,Elise for Congress
14013,Take Charge Chicago Committee for Mayoral Term Limits & Elected Consumer Advocate
14014,"Friends of Bob Dixon, B.J. Webb, Treasurer "
14015,"Tyrel Clark for House, PO Box 92, Eyota, MN 55934"
14016,TLR
14017,South Carolina Young Republicans
14018,the Committee to Re-Elect Sheriff Bill Elder
14019,Chardo Richardson for Congress
14020,Progress North Carolina Action
14021,MySQL Media and Political Consultants
14022,FORTHE Media
14023,Healthy Nevada PAC
14024,Brian for HD79 2018
14025,Koi Rivers for Cosumnes CSD
14026,Harry J Houck
14027,Americans For Prosperity
14028,"People for Paul Graves, GOP"
14029,Charles Arnold
14030,Consumer Alert Services
14031,Sooner Tea Party
14032,"Committee to Elect Beth Smith, Keith Zichar, Treasurer"
14033,Woolbright for Justice of the Peace Committee 9287934346
14034,Bob Corlew for Congress.
14035,Renew MA Coalition
14036,Fred Durhal for State Senate
14037," Committee to Elect Richard ""Bull"" Corry for House District 14"
14038,Basic Rights Oregon
14039,"Charis Scurry, School Board District 4"
14040,Tom Leonard for Michigan
14041,Common Roots Cafe
14042,"Friends for Earl Robbins, Willie Wright, Treasurer"
14043,Disability Professionals
14044,"Committee to Elect Yusuf Hakeem, Gerald Mason, Treasurer"
14045,"Tim Ramsey Campaign 399 Canoe Creek Rd, Rainbow City, AL 35906 "
14046,Chanda Choun For Arlington
14047,"Cathy Tilton for State House PO Box 871753 Wasilla, AK 99687"
14048,"Christopher Ripley - Strategic Marketing Group - By Authority, George Watkins, Treasurer"
14049,Arcane Treasures
14050,Citizens to Elect Casey Salisbury Sheriff
14051,"The Nation's Leading Christ-based Counseling and Education, Healing and Wholeness Ministry, Amazing Things The Church"
14052,Dean Adams for Tooele County Sheriff
14053,Kaleido Health Solutions
14054,Scott Matas For Desert Hot Springs Mayor 2018
14055,"Political advertisement paid for and approved by Mike Alvarez, Democrat, for Florida House, District 62."
14056,Nate McMurray for Congress
14057,Todd Rauch for Alabama
14058,Bennett for Sheridan County Attorney
14059,Suburban Virginia Republican Coalition
14060,Quorum Public Affairs
14061,"Friends of Nathan Volke, Karen Rains, Treasurer"
14062,Jitendra Diganvker for Congress
14063,Cobb EMC
14064,Councilman Chris Di Piazza
14065,Mark Thiel for Superior Court Judge
14066,Kristi for Governor
14067,"State Solutions, Inc."
14068,"the Rick Burnham Campaign, P.O. Box 2213, Tuscaloosa, AL 35403"
14069,"John Manly, Manly, Steward & Finaldi."
14070,David Schoenthal for Richmond City Council – FPPC ID #1401123
14071,TrendingSurplus
14072,Mike McGuire for State Senate 2018
14073,"The Friends of Scott Kawasaki; 2008 Carr Ave; Fairbanks, AK 99709"
14074,Rothfus for Congress
14075,Thorup for Iowa
14076,Walkington For Wisconsin
14077,"Ben McKee for Montana (D) • PO Box 22701 • Billings, MT 59104"
14078,PAID FOR BY TEMPLETON FOR GOVERNOR
14079,"Harford for Patti Parker, Benny Walker Treasurer"
14080,Dottie for Missouri
14081,Ryan Dillon for State Senate
14082,Dustin Daniels for Mayor
14083,Citizens Alliance of Pennsylvania
14084,"Keith Esau for Kansas Secretary of State, Charlotte Esau, Treasurer"
14085,Pennsylvania House Republican Caucus
14086,DeWine Husted for Ohio
14087,David AZ Williams 2018
14088,"Vance Aloupis, Republican, for State Representative, District 115."
14089,"Donna for Prince George's, Glenn Ivey Treasurer "
14090,Our Revolution Casper
14091,David O For Nevada
14092,"Paid for Citizens for Dan Morhaim; Neil Levy, Treasurer"
14093,The Kids Union
14094,"Ainsworth Hunt, Father of John Hunt, whose Civil Rights were deprived by Judge Victor Lee Miller. I paid for this post to be boosted on Facebook."
14095,"Friends of Steve Wilson. Beth Pinder, Treasurer."
14096,"Friends of Ed Rothstein (COL, Ret.), Audrey Rothstein, Treasurer"
14097,Comedy Central
14098,New Hampshire Campaign for Voting Rights
14099,"Larry Hogan for Governor, R. Christopher Rosenthal, Treasurer"
14100,Committee to Elect Mark Melrose
14101,Raise Up Massachusetts
14102,Build Colorado's Future Independent Expenditure Committee. Not authorized by any candidate or committee.
14103,The Committee to Elect Otha Thornton
14104,Federation of American Hospitals
14105,Brandon Peters for U.S. Congress
14106,the Democratic Party of Barron County
14107,James Talarico Campaign
14108,"Committee to Elect Mike Segrest, P.O. Box 780791, Tallassee, AL 36078"
14109,People for Tom Pasma
14110,Illinois Policy 
14111,Dr. Jim Maxwell for Congress
14112,"Domnick, Cunningham & Whalen"
14113,Williams for Congress
14114,"RICK JEFFARES FOR GEORGIA, INC."
14115,North Arkansas Electric Cooperative 
14116,Citizens for Martin for Mayor
14117,Bob Green for Sheriff
14118,Bruce Kreitler Campaign
14119,"Kansans for Life, Inc"
14120,"Committee to Elect J.D. Russell, A. Lambert Rickey, Treasurer"
14121,Krista Griffith For Delaware
14122,Colorado Citizens Coalition
14123,Louisiana Farm Bureau Federation
14124,"Committee to Elect Bob O'Shea, Michael Leys, Treasurer"
14125,Laurie Smith for Sheriff
14126,"Paid for by San Franciscans Against Domestic Violence, Opposing Jane Kim for Mayor 2018. Committee major funding from:   Gayle Conway   This advertisement was not authorized by a candidate or committee controlled by a candidate. Financial disclosures are available at sfethics."
14127,Matt Haggman for Congress
14128,Klint Kesto for Congress
14129,David Hiebert for Nye County Sheriff
14130,Elizabeth for MA
14131,"Dan Casey, non partisan, for Broward Circuit Judge"
14132,TEAMFL
14133,Stephen Creasy
14134,The Committee to Elect CCC for Congress
14135,Michigan League for Public Policy
14136,Junius Rodriguez for Congress (IL-18).
14137,"Jernigan for House 82, 2018"
14138,Louisiana Association of Educators
14139,Right Wing News 
14140,"Friends of Jonathan Boniface; By Authority of Kristofer P. Cubello, Treasurer"
14141,John Godwin for Tampa City Council District 2
14142,Virginians Against Tim Kaine
14143,the Committee to Elect Tim Wadsworth
14144,Rep. Austin Davis 
14145,Friends of Paul Corderman
14146,Zucker for West Virginia
14147,Tim Goodwin For Maine House
14148,Chad Williams for Tennessee
14149,"Committee for Liz Hallock for House of Representatives, 420 S. 72nd Ave., Box 189, Yakima, WA, 98908"
14150,Alice Ollstein
14151,Mensch for Senate
14152,"Friends of Robin L. Grammer Jr., Kathy Pietruszka, Treasurer"
14153,Weston Spivey 4829 County Road 28 Slocomb Al 36375
14154,the Gonzalez Committee
14155,james elia
14156,the official office of Congressman Young
14157,A New Day for New Hampshire
14158,CTSenateGOP
14159,Reyma McCoy McDeid for Iowa
14160,"Mike Callis - Candidate for Mayor in Portland, TN"
14161,Friends of Laci LeBlanc
14162,Michael Góngora
14163,Curran
14164,Karl Racine 2018
14165,"Cook Inletkeeper • Homer, AK"
14166,DeJear for Iowa
14167,Citizens to Elect Rick Larsen
14168,Go Solar Coach
14169,Altamar LLC
14170,YDNM
14171,Jana Lynne Sanchez for US Congress
14172,Savage for Mayor Campaign
14173,Matt Reel for Congress 2018
14174,RNY Initiative
14175,the Committee to Elect Blake Adams for Collier County Judge
14176,McSally for Senate
14177,Mike Levin for Congress
14178,"Paid for by Friends of Josh Newman Opposed to the Recall. Committee major funding from: California Democratic Party, Californians for Better Communities, Opposing the Recall of Senator Josh Newman, sponsored by California Alliance for Jobs and the State Building & Construction Trades Council of California California Teachers Association"
14179,JOHN GLENN for STATE HOUSE 
14180,Kustoff for Congress
14181,Bobby Stinnett for Montgomery County Commissioner 
14182,Law Office of Fernando Dubove
14183,"David Law for Circuit Judge PO Box 217 Rockford, AL 35136"
14184,"Robert Byrd for Coroner, 100 Nottoway Blvd. Dothan, AL 36303"
14185,Fishman Auditor Committee
14186,Patrick Roff
14187,"Brent Moody for State Representative, Austin McMullin, Treasurer"
14188,Mike Judge
14189,Friends of Dan Fisher 2018
14190,"Maryland Republican Party, R.Christopher Rosenthal Treasurer"
14191,"Committee to Elect Kristin Weisberg Padowitz for Circuit Court Judge, Group 36"
14192,"Los Angeles Forward –  Councilmember Mike Bonin’s Ballot Measure Committee 777 S. Figueroa Street, Suite 4050 Los Angeles, CA 90017 "
14193,Bryan Pease for San Diego City Council
14194,Jamie Bova for Newport City Council
14195,The Refugee Center Online
14196,NETWORK Lobby for Catholic Social Justice
14197,Josh McKoon for Secretary of State
14198,Providence: A Journal of Christianity & American Foreign Policy
14199,David Clark
14200,Paid for by Diehl for U.S. Senate
14201,Mallory Hagan for Congress
14202,"Scott Hawkins For Governor, 130 Shelly Marie Circle, Anchorage, Alaska 99515"
14203,"Citizens for James Ward Morrow - Paul Trumble, Treasurer"
14204,Sanborn for New Hampshire
14205,Vickie Paladino for NYC
14206,MyEnergyAVECC
14207,Pay Our Interns
14208,John Lake for Baldwin County Commission
14209,Ferkinhoff2018
14210,Craig Mason
14211,Office of Congressman Clay Higgins
14212,Florida Republican Senatorial Campaign Committee
14213,Friends of Casey Kozlowski
14214,Patagonia 
14215,Cherny for Congress
14216,Consumer Energy Alliance
14217,the Foundation for Independent Voter Education
14218,"Campaign to elect Kathleen Puckett, Treasurer Gail Palmer"
14219,"Carol Swain Enterprises, LLC"
14220,Al Olszewski for U.S. Senate
14221,Children's Action Alliance
14222,Californians for John
14223,International Assn of Firefighters Local 1784 PAC
14224,Missing in Minnesota LLC.
14225,soldati for congress
14226,Pingree for Congress
14227,CTE Margaret Busse
14228,Ricky Bell for School Board District 1
14229,TBYR
14230,Patriot Depot
14231,Connor Caudill
14232,Kansans for Claeys
14233,"Committee to Elect Will Barfoot, 4280 Wallahatchie Road, Pike Road, AL 36064"
14234,Chip Brown Campaign
14235,Kring for Supervisor 2018
14236,Fobbs for Insurance Commissioner 2018
14237,Committee to Elect Vincent Buzek
14238,Dickie Drake Campaign
14239,"Carson for State Representative, Pam Smith, Treasurer"
14240,Campaign To Elect Nicholas Mrozowski
14241,Pensler for Senate
14242,Sabrina Fuchs
14243,Friends of Susan Boser
14244,Rose Grant for Auditor
14245,Congressman Brad Schneider
14246,Friends of Greg Babinec 2018
14247,David Clifford for Congress #C00663013
14248,Liuba for Congress 
14249,Right Wing News
14250,"Matern Law Group, PC"
14251,Eddison Terrance Walters
14252,the Keep Judge Jill Flagg Lanzinger Committee
14253,Jonathan Steinberg for State Representative
14254,"Friends of Clarence Lam; Pat Payne, Treasurer."
14255,Friends for Kathy Hochul
14256,Engel for Congress
14257,Wenstrup for Congress
14258,Michael Meier for Stuart City Commission
14259,Friends of Mark Batinick
14260,Committee to Elect Samson Racioppi
14261,Democratic Whip Steny Hoyer
14262,Assemblyman Tom Lackey
14263,Zumbach for Agriculture
14264,Really American
14265,the campaign to elect Neil Henrichsen for Florida State House District 27
14266,Chapman for Senate
14267,Friends of Robert Miller for Board of Education
14268,"Friends of Alan Bowser, Jeffrey L. Jackson, Treasurer"
14269,Friends of Katie Fry Hester
14270,Long Beach Firefighters
14271,Citizens for Norton
14272,Your Energy Connecticut
14273,"Democracy for America, 802-651-3200, and not authorized by any candidate or candidate’s committee."
14274,New Virginia Majority Fund
14275,"Wyatt Burk for Circuit Court Judge, Charles W. McDonald, Treasurer"
14276,Patrick J Foust
14277,ROCIO Film
14278,Vote Yes CH
14279,Richardson for Governor 2018
14280,Valdez for Colorado
14281,The Global Catholic Climate Movement
14282,"Drake for District 23, K. Upchurch, Treasurer"
14283,"Flakoll for Fargo, Jordan Stiefel Treasurer"
14284,Friends of Joshua Evans
14285,Gumbo PAC
14286,Unity in the Community
14287,Matt Zerrusen
14288,RT Sport
14289,"This message is paid for and authorized by Friends of Dana Schallheim / Kelly Cornacchia, Treasurer"
14290,The Doug LaMalfa Committee
14291,St. Clair for Congress
14292,Summer in the fall
14293,Texans for Joe Straus
14294,Paid for by the Committee to Elect Joe for NC Senate 6
14295,Steve Riddell for Texas \92
14296,William Elkins
14297,Conservative Daily
14298,"campaign to elect Jack Gutman for Hillsborough County Court Judge, Group 8"
14299,"Committee to Elect Henry Gaudreau, PO Box 163, Chesaning, MI 48616"
14300,Leeder Strategies
14301,UW College Republicans
14302,San Francisco Parent PAC. Financial disclosures are available at sfethics. This advertisement was not authorized or paid for by a candidate for this office or a committee controlled by a candidate for this office.
14303,"Paid for by Brett Brocato for State House, PO Box 1095, Greenville, SC 29602"
14304,Antrim County Republican Party
14305,Insight Media
14306,Friends of Tim Hugo
14307,McCurdy for Judge 2018
14308,State Rep. Jim Lyons
14309,Freedom for All Americans
14310,Kiehne for Missouri
14311,Chris Smith for MIchigan
14312,Winker for Wisconsin
14313,Will Barntt
14314,"Friends OF Dale Lane, Mark White, Treasurer"
14315,NABET CWA Local 51
14316,"Sand for North Dakota - Chris Hanson, Treasurer"
14317,The National Memo
14318,the Campaign Committee to Elect Michelle Gorelow
14319,Greenville County Republican Party
14320,Elect Tyler Stevens
14321,Friends of Andrew Barkis
14322,Citizens To Keep Stockbridge Together
14323,Harry Cohen for Mayor (nonpartisan)
14324,Friends of Alexandria Taylor 
14325,Nancy Bilicich for Santa Cruz County Supervisor 4 2018
14326,Phoenix City Councilman Sal DiCiccio
14327,Friends of Erik Lofstad | Treasurer: Deana Lofstad
14328,Alliance Defending Freedom
14329,the Township of Hillside
14330,RANDPAC
14331,Kyle Reeves (R)
14332,WaterLegacy
14333,"Friends of James Howard, William C. Woodcock, Treasurer"
14334,Josh Butner for Congress
14335,Citizens For Mitchell
14336,Paid For Vote Brent Jones 
14337,"Marsy’s Law for Wisconsin, LLC"
14338,Craig Andres
14339,Big Horn Rural Electric 
14340,Friends of Tom Sawyer 2018
14341,"Friends to Elect Sarah Lacey, Jacqueline A. Brooks, treas."
14342,Patriots United for Freedom PAC 
14343,Mary Ann's List
14344,"Welker for Prosecutor, Trae Bertrand, Treasurer"
14345,"Friends of Sidney Katz. Allen J. Katz, Treasurer"
14346,Dystopian State(s) Committee
14347,"The Washington Democratic Town Committee, Susan Branson Treasurer"
14348,Mike Braun for Indiana
14349,Pat Collins Candidate
14350,Jeffers for House 2018
14351,Fontenot for House
14352,the Michigan Council for Maternal and Child Health
14353,"Dianne Williams-Cox, Candidate for Tallahassee City Commission Seat 5"
14354,FRIENDS OF STEVEN SAPERSTEIN
14355,Islam and Religious Freedom
14356,American Conservative Union
14357,Erick Wyatt For State Senate 2018
14358,Paro for Progress
14359,Change California Now
14360,Matt McCarthy for Assembly District 23
14361,Rotter for Assembly 2018
14362,Jasper County REMC
14363,Constitutional Rights PAC
14364,Vermont Public Interest Research Group
14365,"Friends of Lauren Parker, Gayle Roberts, Treasurer"
14366,Citizens for Erika Harold
14367,Joe Gardner for Commissioner
14368,The Committee to Elect Marcia Morgan
14369,The Democratic Party of New Mexico. Not Authorized By Any Candidate or Candidate's Committee
14370,the Committee to Elect Jo Comerford
14371,Greg McCauley For Congress
14372,Healthy World For All
14373,Allen County Right to Life
14374,Dawson/James 2018
14375,Conservatives for Equality 
14376,"SC Community Alliance, a program of the SC Association of REALTORS"
14377,Congressional Leadership Fund
14378,Friends of Dylan Fernandes
14379,"Fleming for Legislature/626 South 38TH St West #22/Billings, MT 59102/fleminglor5@gmail.com/406-652-6673/Republican"
14380,Blue Ridge Outdoors Magazine
14381,FINCA International
14382,the Les Farnum Campaign
14383,MPower Change
14384,Jeni Woock 
14385,Mad Dog Political Action Committee
14386,Sutherlin Oregon Politics
14387,Focus on the Family
14388,Tennessee Advocates for Planned Parenthood
14389,Nick Adams
14390,Burtness4Recorder
14391,House Democratic Caucus
14392,"Don Overcash, Loveland City Councilor"
14393,Michelle Lee for Congress
14394,Be a Hero PAC
14395,Toms River Taxpayers
14396,Donna Shalala for Congress
14397,"Marsy's Law for South Dakota LLC. 101 N. Main Street #321, Sioux Falls, SD 57104"
14398,"the Committee of Grace Espindola for Yuba City Council, 2018"
14399,"the Committee to Elect John Bartosh, Jeana Bartosh, Treasurer"
14400,"Friends of Courtney Watson, Kevin Doyle, Treasurer"
14401," S.A.F.E. Sustainable Action Fund for the Environment, POB 790538, Paia HI 96779  Not approved or authorized by any political candidate or candidate committee. Sustainable Action Fund for the Environment, a 501(c)4. "
14402,Gary Soiseth for Mayor 2018
14403,Not paid for or authorized by any candidate or committee. 
14404,Roger Gaylord III 
14405,Friends to Elect Julie Olson
14406,Bob Anderson for Senate
14407,Progress Florida
14408,WCS
14409,Friends of Wendy Ullman
14410,"Angie Holt Groves for Robertson County Clerk, Janet McClain, Treasurer"
14411,Campaign to Elect Rick Eldridge
14412,South Dakotans for Progress
14413,Good Jobs Nation
14414,"Sara Melamed Campaign; Missy Horesh, Treasurer"
14415,The Dude's Designs
14416,CTE Dr. Karen Potchynok-Lund
14417,Bryan Howard
14418,Sports Beer & Politics
14419,"Maria for the 49th Ward. A copy of our report is filed with the Illinois State Board of Elections is available on the Board’s official website or for purchase from the State Board of Elections, Springfield, Illinois."
14420,Propeller Enterprises
14421,"Gallagher for Assembly 2018, ID# 1392567"
14422,Public Water Now
14423,"Manley for Connecticut. Pattie von Gretener, Treasurer. Approved by Marisa Manley."
14424,Mackey for House 2018
14425,Friends of Ryan Sundberg
14426,Hospital Association of Rhode Island 
14427,Chika Anyiam Campaign.
14428,Volunteers for Wayne Groff
14429,the Rodney Whiles for Sheriff Committee
14430,Alabama Political Reporter
14431,Friends of Amanda Fiedler; Samuel Long Treasurer
14432,Ben Martin
14433,"Stand for Children, Inc."
14434,Marshall Ketchum
14435,Morales for Congress
14436,"Hainey for House, PO Box 1111, Gilbert, MN 55741"
14437,"BAXTER TROUTMAN, REPUBLICAN, FOR COMMISSIONER OF AGRICULTURE"
14438,The Committee To Elect Lynn Hutchings to Senate 5
14439,"Kansans for Selzer, Inc."
14440,Free to Teach
14441,Florida Policy Institute
14442,retoworld
14443,Kentucky Family Values
14444,"Marsy's Law for Idaho, L.L.C"
14445,Kevin E Gibbs for Addison County Sheriff
14446,Nolan Wentz for Sheriff
14447,Debbie Condrey for Archuleta County Treasurer
14448,Workers World Party PDX
14449,FREEAMERICA
14450,Raudsep2018
14451,Jesse Gabriel for Assembly 2018 - FPPC ID No. 1400729 and Elect Jesse Gabriel for Assembly 2018 - FPPC ID No.1402641
14452,Dave Young for Colorado
14453,People for Terri McKinnon 6569 Ann Arbor Rd. Jackson MI 49201 616-803-9505
14454,Committee to Re-Elect Circuit Court Judge Michael Usan
14455,Opportunity Scholarship Fund
14456,Sean Hicks for Keller City Council
14457,Progressives For Immigration Reform
14458,Ben Cantu for Manteca Mayor 2018
14459,Treasurer Brad Cuddy
14460,Gorum4UT
14461,Calhoon for State House
14462,Mahlon Mitchell for Wisconsin
14463,Committee to Elect Charlesetta Wilson
14464,"Lucas for Milwaukee, Linda Lucas, Treasurer."
14465,Palazzo For Congress 
14466,Brian Maienschein for Assembly 2018
14467,aaron shane for state rep
14468,Carmona For Commissioner 2018
14469,Mark Cochran for State Representative
14470,Tina Certain for School Board
14471,Lisa Godzich for House
14472,"McNair For Mobile, PO Box 2604, Mobile, AL, 36652"
14473,Armenian Council of America
14474,Grabien
14475,"the New Jersey Democratic State Committee, 194-196 West State Street, Trenton, NJ 08608"
14476,Jeff Barbra For County Commission District 4 Seat C
14477,No Kid Hungry
14478,Friends of Dak Hardwick
14479,Jefferson Shreve
14480,Makeda Scott for Board of Education
14481,ConocoPhillips Company
14482,Policy Action. Not authorized by and candidate of candidate committee. 
14483,Jacqueline Chretien for New Hampshire
14484, JANE KIM FOR MAYOR 2018
14485,Jess Phoenix for Congress
14486,Sperling for Springfield Supervisor
14487,Rainforest Trust
14488,Farrin for Senate
14489,"Friends of Melissa Wells; Ebony Nicholson, Treasurer."
14490,the Greater Austin Crime Commission
14491,"Jimmy Patronis, Republican, for Chief Financial Officer"
14492,Friends of John Taylor Chapman
14493,FLA News Company LLC 
14494,Kevin Biederman for Hollywood Commission District 5
14495,Paul Kerr for Congress
14496,Rich Pezzullo for Congress
14497,Dino Teppara for Lexington One School Board
14498,Citizens for Chris Miller
14499,MARC ELRICH FOR COUNTY EXECUTIVE
14500,Friends of Rodney J. Strange
14501,"Paid for by Friends for Eileen McGeoghegan, Mary Beasley Treasurer"
14502,"Angelika Purkis for FL District 12, US Congress"
14503,Committee to Elect Hamper
14504,USA Patriots for Donald Trump 
14505,"Being Libertarian, LLC (Chip Slate)"
14506,the Mo Brooks for Congress Committee
14507,AARP Delaware
14508,"Scott Davis for Sheriff, 2018"
14509,MN350 Action
14510,The Intercept
14511,Paid for by the David Mayo Campaign
14512,"Zoerner for Sheriff, Matt Lumley Treasurer"
14513,"Friends of Ben Shnider. Ashish Dhru, Treasurer."
14514,Terry Clark
14515,the Office of Rep. Vern Buchanan
14516,Area 4 Democrats
14517,the funds authorized by the U.S. House of Representatives for the Ninth Congressional District of Ohio.
14518,"Friends of Joel Rubin - Samuel Agger, Treasurer"
14519,The Committee to Elect Mike Krusen 
14520,Apex Clean Energy
14521,"mitú, Inc."
14522,Friends of Kathy Jennings
14523,official funds from the office of Congressman Alex Mooney
14524,Collin County Republican Party
14525,Mary Elkin for Vancouver City Council
14526,Sara Peterson for HD41
14527,the Senate Democratic Victory Fund
14528,BettyLou DeCroce for Assembly
14529,Aaron Manfedi for Public Administrator 
14530,the Office of Rep. Greg Gianforte
14531,Harris for Arizona Senate.  Authorized by Michelle Harris.
14532,Juanita for Congress
14533,Alex Cardenas For IID - Division 1
14534,Waters Kraus & Paul
14535,"Citizens for Laticia Hicks/Scott Hicks, Treasurer"
14536,"Johanna López for Orange County School Board, District 2"
14537,Gregg Johnson for State Senate
14538,Center for Rural Affairs
14539,"ALAN LEFEBVRE For NEVADA SUPREME COURT JUSTICE, Seat C"
14540,Ag Nook LLC
14541,Brady PAC
14542,Kathy Manning for Congress
14543,Eric Walker for City Council
14544,Be A Hero PAC
14545,The Committee to Elect Judge Elizabeth Burns fo Supreme Court Justice
14546,NARAL Pro-Choice Ohio
14547,Friends of Chris Murphy
14548,Priorities USA Action and Senate Majority PAC. Not authorized by any candidate or candidate's committee.
14549,Islamic Networks Group (ING)
14550,"Authorized and paid for by Ed Crocker State Senate 2018 Committee, Oklahoma Ethics Commission ID #8952"
14551,Sonoma Land Trust
14552,Gary Black for Agriculture Commissioner
14553,Nathan Evershed for District Attorney
14554,Jonathan Greenberg
14555,Citizens to Elect Mike Marron
14556,Lizmari M. Collazo
14557,Otsego County Republican Party
14558,Liberty Watch Magazine
14559,Democracy Fund Voice.
14560,"Stand for Salmon, Anchorage, AK. Michael Wood, Chair, approved this message. The Top 3 contributors are Alaska Conservation Foundation, Anchorage, AK; Thomas Barron, Boulder, CO; and Cook Inletkeeper, Homer, AK."
14786,"the Committee to Elect Jim Bratnober - Laura Metzler, Treasurer"
14787,Pacific Grove Neighbors United
14561,Paid for by the Sampson County Republican Executive Committee.  Contributions to the Sampson County Republican Executive Committee are not deductible as charitable contributions for federal income tax purposes. All contributions are subject to the limits and prohibitions of the rules set forth by the North Carolina State Board of Elections. State law require
14562,REBUILD MAINE PAC
14563,Friends of Janice Marie Anderson
14564,Outdoor Alliance
14565,the committee to elect Jared Millican
14566,"Timingwallstreet, Inc."
14567,No Public Debt
14568,"Paid for by Sandman for Congress, PO Box 16233 Duluth MN 55816"
14569,Amber Briggle
14570,Freedom Partners Shared Services
14571,People for Gayatri Agnew
14572,"Sludge Media, Inc."
14573,Pramila for Congress
14574,Respect Kansas (KS-PAC)
14575,Krug for Colorado Schools
14576,VICE Media
14577,Observer Publishing Company
14578,Bill McCamley for State Auditor
14579,Cannon Dement for Auburn
14580,the Right Future for Florida.
14581,Representative Nancy Pelosi
14582,PAID FOR BY HONEYCUTT FOR COUNCIL
14583,"Laura Price for County Council, Jean C Everngam, Treasurer"
14584,SR&B Advertising
14585,Friends of Matt Marko
14586,Friends of Angela Angel
14587,The Committee to Re-Elect Judge Judy Moore Vendetto
14588,Victor Kocher
14589,"Your Parkers, C. Parker, Treasurer"
14590,North Carolinians for a Fair Economy
14591,House of Patriots
14592,Center on Policy Initatives 
14593,Roxanne Hoge for Assembly 2018
14594,Colorado Farm Bureau
14595,Govern for California Action Committee
14596,"Terry Power, Republican for Florida House District 64."
14597,Singh for Congress
14598,"Citizens for Saab. By Authority:Sarah Saab, Treasurer."
14599,"Paid for by Scott Davis for Sheriff, 2018"
14600,Leah for Senate.
14601,Johnny Cribb for Supervisor
14602,Supporters of Chad Bianco for Sheriff
14603,"Shandy Thompson for Jacksonville Beach City Council, District 1, Seat 4"
14604,People for Carlos
14605,Social Democrat Hunchak Party - USA
14606,Bright for Congress
14607,Friends of Nikiya Dodd
14608,Unified Seattle
14609, Paid for by Jim Gillio for Supervisor 2018 FPC# 1400707
14610,Oklahoma Families for Byrd 2018
14611, Committee to Elect Chris Fann Clerk of Court
14612,"Friends of Lauren Lipscomb, Tara Barnes, Treasurer"
14613,John Kelly for Santa Rosa Junior College • FPPC ID 1400824
14614,UNITE HERE
14615,Paid for by Friends of Kelli Wegener
14616,Steve Brown
14617,The International Christian Embassy Jerusalem
14618,Committee to Elect John Hine
14619,"Humphrey Lee Campaign PO Box 862 Sheffield, AL 35660"
14620,Protecting MI Taxpayers
14621,the committee to elect Judge Cadish 4 Justice
14622,Patriot Journal
14623,"Ron DeSantis, Republican, for Governor. "
14624,"Chad Story for District 4 - James Hanson, Treasurer"
14625,"Emerson for Assembly, Kristen Dexter, Treasurer"
14626,Perry Parker for Congress
14627,"Winning For Women, Inc."
